,team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Match_number,Season
573,West Indies,South Africa,245,248/6 (47/50 ov),South Africa won by 4 wickets (with 18 balls remaining),"Fall of wickets: 1-18 (Clayton Lambert, 5.1 ov), 2-94 (Shivnarine Chanderpaul, 23.4 ov), 3-125 (Brian Lara, 26.5 ov), 4-180 (Philo Wallace, 34.4 ov), 5-193 (Keith Arthurton, 37.6 ov), 6-213 (Phil Simmons, 41.5 ov), 7-232 (Carl Hooper, 45.4 ov), 8-232 (Rawl Lewis, 45.5 ov), 9-243 (Ridley Jacobs, 48.6 ov), 10-245 (Reon King, 49.3 ov)","Fall of wickets: 1-54 (Daryll Cullinan, 7.3 ov), 2-60 (Mark Boucher, 9.2 ov), 3-118 (Jacques Kallis, 20.4 ov), 4-134 (Mike Rindel, 25.1 ov), 5-137 (Jonty Rhodes, 26.5 ov), 6-211 (Dale Benkenstein, 41.2 ov)",ICC Champions Trophy (ICC KnockOut),"South Africa , elected to field first",ODI no. 1364,1998/99
574,Australia,Pakistan,324/8,238 (47.2/50 ov),Australia won by 86 runs,"Fall of wickets: 1-52 (Mark Waugh, 8.3 ov), 2-78 (Adam Gilchrist, 12.4 ov), 3-83 (Ricky Ponting, 14.3 ov), 4-113 (Steve Waugh, 20.5 ov), 5-270 (Darren Lehmann, 43.5 ov), 6-304 (Michael Bevan, 47.5 ov), 7-307 (Damien Martyn, 48.2 ov), 8-324 (Brendon Julian, 49.6 ov)","Fall of wickets: 1-0 (Saleem Elahi, 0.2 ov), 2-7 (Aamer Sohail, 3.3 ov), 3-19 (Shahid Afridi, 6.1 ov), 4-38 (Ijaz Ahmed, 8.4 ov), 5-41 (Azam Khan, 9.3 ov), 6-76 (Moin Khan, 15.4 ov), 7-129 (Wasim Akram, 25.5 ov), 8-221 (Mohammad Yousuf, 42.1 ov), 9-224 (Shoaib Akhtar, 43.4 ov), 10-238 (Kabir Khan, 47.2 ov)",Australia tour of Pakistan 1998/99,"Pakistan , elected to field first",ODI no. 1365,1998/99
575,Sri Lanka,India,245/7,248/7 (49.1/50 ov),India won by 3 wickets (with 5 balls remaining),"Fall of wickets: 1-79 (Avishka Gunawardene, 13.6 ov), 2-85 (Sanath Jayasuriya, 16.4 ov), 3-86 (Aravinda de Silva, 17.3 ov), 4-175 (Arjuna Ranatunga, 37.6 ov), 5-219 (Romesh Kaluwitharana, 45.2 ov), 6-228 (Marvan Atapattu, 46.5 ov), 7-238 (Chaminda Vaas, 48.4 ov)","Fall of wickets: 1-12 (Sachin Tendulkar, 2.5 ov), 2-13 (Sourav Ganguly, 3.2 ov), 3-117 (Nayan Mongia, 26.2 ov), 4-119 (Javagal Srinath, 27.1 ov), 5-198 (Mohammad Azharuddin, 41.2 ov), 6-207 (Ajay Jadeja, 43.5 ov), 7-215 (Nikhil Chopra, 46.2 ov)",Sharjah Champions Trophy,"India , elected to field first",ODI no. 1366,1998/99
576,Sri Lanka,Zimbabwe,196,197/3 (46.1/50 ov),Zimbabwe won by 7 wickets (with 23 balls remaining),"Fall of wickets: 1-10 (Avishka Gunawardene, 2.4 ov), 2-11 (Romesh Kaluwitharana, 3.6 ov), 3-24 (Marvan Atapattu, 6.1 ov), 4-49 (Sanath Jayasuriya, 10.4 ov), 5-97 (Arjuna Ranatunga, 25.3 ov), 6-126 (Aravinda de Silva, 31.1 ov), 7-171 (Thilan Samaraweera, 44.3 ov), 8-171 (Chaminda Vaas, 44.5 ov), 9-188 (Roshan Mahanama, 48.2 ov), 10-196 (Nuwan Zoysa, 49.4 ov)","Fall of wickets: 1-7 (Alistair Campbell, 3.1 ov), 2-31 (Neil Johnson, 8.3 ov), 3-121 (Murray Goodwin, 26.1 ov)",Sharjah Champions Trophy,"Zimbabwe , elected to field first",ODI no. 1367,1998/99
577,Pakistan,Australia,217/7,220/5 (48.1/50 ov),Australia won by 5 wickets (with 11 balls remaining),"Fall of wickets: 1-31 (Aamer Sohail, 10.1 ov), 2-41 (Asif Mahmood, 11.4 ov), 3-41 (Ijaz Ahmed, 12.2 ov), 4-43 (Mohammad Yousuf, 14.5 ov), 5-59 (Saleem Malik, 20.3 ov), 6-137 (Moin Khan, 38.4 ov), 7-194 (Wasim Akram, 47.2 ov)","Fall of wickets: 1-63 (Adam Gilchrist, 13.4 ov), 2-67 (Mark Waugh, 15.5 ov), 3-71 (Steve Waugh, 17.4 ov), 4-90 (Damien Martyn, 22.6 ov), 5-172 (Ricky Ponting, 40.2 ov)",Australia tour of Pakistan 1998/99,"Pakistan , elected to bat first",ODI no. 1368,1998/99
578,Zimbabwe,India,196,197/3 (40.4/50 ov),India won by 7 wickets (with 56 balls remaining),"Fall of wickets: 1-44 (Alistair Campbell, 10.3 ov), 2-47 (Grant Flower, 11.5 ov), 3-49 (Neil Johnson, 12.2 ov), 4-72 (Murray Goodwin, 20.4 ov), 5-80 (Andy Flower, 23.5 ov), 6-83 (Craig Evans, 25.3 ov), 7-151 (Craig Wishart, 41.3 ov), 8-175 (Heath Streak, 46.5 ov), 9-190 (Eddo Brandes, 49.3 ov), 10-196 (Paul Strang, 49.5 ov)","Fall of wickets: 1-62 (Sourav Ganguly, 12.6 ov), 2-69 (Nayan Mongia, 14.3 ov), 3-161 (Mohammad Azharuddin, 33.1 ov)",Sharjah Champions Trophy,"India , elected to field first",ODI no. 1369,1998/99
579,India,Sri Lanka,179,98 (39/50 ov),India won by 81 runs,"Fall of wickets: 1-1 (Sourav Ganguly, 1.1 ov), 2-18 (Nayan Mongia, 7.6 ov), 3-29 (Sachin Tendulkar, 11.1 ov), 4-36 (Robin Singh, 12.6 ov), 5-88 (Mohammad Azharuddin, 29.3 ov), 6-118 (Nikhil Chopra, 37.4 ov), 7-134 (Ajit Agarkar, 41.1 ov), 8-163 (Javagal Srinath, 46.5 ov), 9-164 (Ajay Jadeja, 47.2 ov), 10-179 (Anil Kumble, 49.5 ov)","Fall of wickets: 1-0 (Sanath Jayasuriya, 0.2 ov), 2-2 (Avishka Gunawardene, 1.5 ov), 3-21 (Marvan Atapattu, 7.1 ov), 4-21 (Roshan Mahanama, 7.2 ov), 5-47 (Arjuna Ranatunga, 12.5 ov), 6-47 (Romesh Kaluwitharana, 13.1 ov), 7-66 (Aravinda de Silva, 20.5 ov), 8-79 (Thilan Samaraweera, 28.3 ov), 9-89 (Chaminda Vaas, 34.1 ov), 10-98 (Pramodya Wickramasinghe, 38.6 ov)",Sharjah Champions Trophy,"Sri Lanka , elected to field first",ODI no. 1370,1998/99
580,Pakistan,Australia,315/8,316/4 (48.5/50 ov),Australia won by 6 wickets (with 7 balls remaining),"Fall of wickets: 1-7 (Asif Mahmood, 2.1 ov), 2-50 (Aamer Sohail, 7.4 ov), 3-73 (Saleem Malik, 13.3 ov), 4-235 (Ijaz Ahmed, 41.2 ov), 5-288 (Mohammad Yousuf, 47.5 ov), 6-303 (Shahid Afridi, 48.5 ov), 7-303 (Moin Khan, 48.6 ov), 8-315 (Wasim Akram, 49.6 ov)","Fall of wickets: 1-25 (Mark Waugh, 4.4 ov), 2-218 (Adam Gilchrist, 33.4 ov), 3-237 (Darren Lehmann, 36.6 ov), 4-306 (Steve Waugh, 46.3 ov)",Australia tour of Pakistan 1998/99,"Pakistan , elected to bat first",ODI no. 1371,1998/99
581,Zimbabwe,Sri Lanka,259/7,235 (48.5/50 ov),Zimbabwe won by 24 runs,"Fall of wickets: 1-16 (Grant Flower), 2-23 (Alistair Campbell), 3-24 (Murray Goodwin), 4-172 (Neil Johnson, 38.4 ov), 5-229 (Andy Flower, 45.6 ov), 6-229 (Eddo Brandes, 46.2 ov), 7-258 (Craig Wishart, 49.5 ov)","Fall of wickets: 1-17 (Romesh Kaluwitharana, 3.3 ov), 2-28 (Sanath Jayasuriya, 5.4 ov), 3-75 (Marvan Atapattu, 16.2 ov), 4-75 (Arjuna Ranatunga, 16.5 ov), 5-96 (Roshan Mahanama, 22.2 ov), 6-103 (Aravinda de Silva, 24.3 ov), 7-196 (Kumar Dharmasena, 44.1 ov), 8-209 (Pramodya Wickramasinghe, 45.6 ov), 9-234 (Chaminda Vaas, 48.4 ov), 10-235 (Thilan Samaraweera, 48.5 ov)",Sharjah Champions Trophy,"Sri Lanka , elected to field first",ODI no. 1372,1998/99
582,Zimbabwe,India,205/7,192 (47.4/50 ov),Zimbabwe won by 13 runs,"Fall of wickets: 1-2 (Craig Wishart, 3.4 ov), 2-9 (Grant Flower, 5.6 ov), 3-33 (Neil Johnson, 12.3 ov), 4-46 (Murray Goodwin, 15.1 ov), 5-65 (Andy Flower, 18.5 ov), 6-120 (Gavin Rennie, 35.3 ov), 7-201 (Andy Whittall, 48.5 ov)","Fall of wickets: 1-10 (Sourav Ganguly, 1.1 ov), 2-19 (Rahul Dravid, 3.3 ov), 3-28 (Sachin Tendulkar, 5.3 ov), 4-48 (VVS Laxman, 13.6 ov), 5-75 (Ajay Jadeja, 19.5 ov), 6-104 (Nayan Mongia, 28.3 ov), 7-159 (Nikhil Chopra, 43.4 ov), 8-186 (Ajit Agarkar, 46.1 ov), 9-186 (Sunil Joshi, 46.3 ov), 10-192 (Venkatesh Prasad, 47.4 ov)",Sharjah Champions Trophy,"India , elected to field first",ODI no. 1373,1998/99
583,Zimbabwe,India,196/9,197/0 (30/50 ov),India won by 10 wickets (with 120 balls remaining),"Fall of wickets: 1-8 (Alistair Campbell, 1.1 ov), 2-36 (Grant Flower, 8.3 ov), 3-44 (Murray Goodwin, 10.4 ov), 4-77 (Neil Johnson, 18.3 ov), 5-81 (Andy Flower, 19.1 ov), 6-81 (Heath Streak, 19.2 ov), 7-116 (Craig Wishart, 30.3 ov), 8-174 (Eddo Brandes, 44.2 ov), 9-194 (Paul Strang, 49.4 ov)","Did not bat: M Azharuddin (c), A Jadeja, RR Singh, NR Mongia †, AB Agarkar, N Chopra, SB Joshi, A Kumble, J Srinath",Sharjah Champions Trophy,"India , elected to field first",ODI no. 1374,1998/99
584,Zimbabwe,Pakistan,237,241/6 (47.4/50 ov),Pakistan won by 4 wickets (with 14 balls remaining),"Fall of wickets: 1-75 (Grant Flower, 13.2 ov), 2-116 (Murray Goodwin, 21.3 ov), 3-131 (Craig Evans, 24.4 ov), 4-140 (Andy Flower, 26.5 ov), 5-154 (Neil Johnson, 31.4 ov), 6-161 (Craig Wishart, 34.2 ov), 7-197 (Heath Streak, 43.4 ov), 8-223 (Paul Strang, 48.2 ov), 9-229 (Alistair Campbell, 48.5 ov), 10-237 (Eddo Brandes, 49.3 ov)","Fall of wickets: 1-60 (Saeed Anwar, 12.5 ov), 2-65 (Ijaz Ahmed, 15.3 ov), 3-87 (Inzamam-ul-Haq, 20.4 ov), 4-141 (Aamer Sohail, 30.6 ov), 5-145 (Shahid Afridi, 32.4 ov), 6-197 (Moin Khan, 39.6 ov)",Zimbabwe tour of Pakistan 1998/99,"Pakistan , elected to field first",ODI no. 1375,1998/99
585,Pakistan,Zimbabwe,211,212/4 (40.4/50 ov),Zimbabwe won by 6 wickets (with 56 balls remaining),"Fall of wickets: 1-8 (Saeed Anwar, 1.3 ov), 2-9 (Aamer Sohail, 2.6 ov), 3-36 (Shahid Afridi, 9.4 ov), 4-80 (Mohammad Yousuf, 21.1 ov), 5-96 (Inzamam-ul-Haq, 27.3 ov), 6-109 (Moin Khan, 30.6 ov), 7-116 (Azhar Mahmood, 34.1 ov), 8-153 (Wasim Akram, 40.6 ov), 9-210 (Saqlain Mushtaq, 49.5 ov), 10-211 (Hasan Raza, 49.6 ov)","Fall of wickets: 1-101 (Grant Flower, 17.5 ov), 2-161 (Murray Goodwin, 29.1 ov), 3-164 (Craig Evans, 30.3 ov), 4-209 (Neil Johnson, 39.5 ov)",Zimbabwe tour of Pakistan 1998/99,"Zimbabwe , elected to field first",ODI no. 1376,1998/99
586,Pakistan,Zimbabwe,302/6,191 (37.2/50 ov),Pakistan won by 111 runs,"Fall of wickets: 1-77 (Aamer Sohail, 14.4 ov), 2-110 (Saeed Anwar, 20.2 ov), 3-207 (Inzamam-ul-Haq, 39.4 ov), 4-225 (Moin Khan, 42.1 ov), 5-279 (Wasim Akram, 47.6 ov), 6-302 (Ijaz Ahmed, 49.6 ov)","Fall of wickets: 1-18 (Grant Flower, 3.2 ov), 2-29 (Neil Johnson, 7.1 ov), 3-80 (Murray Goodwin, 15.3 ov), 4-85 (Alistair Campbell, 16.6 ov), 5-102 (Craig Wishart, 20.4 ov), 6-110 (Gavin Rennie, 22.2 ov), 7-124 (Heath Streak, 24.3 ov), 8-181 (Andy Flower, 35.2 ov), 9-186 (Eddo Brandes, 36.5 ov), 10-191 (Andy Whittall, 37.2 ov)",Zimbabwe tour of Pakistan 1998/99,"Zimbabwe , elected to field first",ODI no. 1377,1998/99
587,India,New Zealand,257/5,"200/5 (38/39 ov, target 200)",New Zealand won by 5 wickets (with 6 balls remaining) (D/L method),"Fall of wickets: 1-3 (Sachin Tendulkar, 2.1 ov), 2-116 (Sourav Ganguly, 25.3 ov), 3-144 (Mohammad Azharuddin, 32.6 ov), 4-163 (Ajay Jadeja, 37.4 ov), 5-223 (Robin Singh, 46.1 ov)","Fall of wickets: 1-21 (Roger Twose, 2.5 ov), 2-126 (Matt Horne, 20.6 ov), 3-166 (Craig McMillan, 29.4 ov), 4-168 (Chris Cairns, 31.1 ov), 5-194 (Chris Harris, 37.3 ov)",India tour of New Zealand 1998/99,"India , elected to bat first",ODI no. 1378,1998/99
588,England,Australia,178/8,"145/9 (36 ov, target 153)",England won by 7 runs (revised target),"Fall of wickets: 1-0 (Alec Stewart, 1.1 ov), 2-29 (Vince Wells, 7.6 ov), 3-42 (Graeme Hick, 12.3 ov), 4-72 (Nick Knight, 22.2 ov), 5-87 (Adam Hollioake, 28.1 ov), 6-93 (Mark Alleyne, 29.1 ov), 7-122 (Mark Ealham, 36.6 ov), 8-136 (Neil Fairbrother, 40.3 ov)","Fall of wickets: 1-24 (Adam Gilchrist, 3.1 ov), 2-46 (Mark Waugh, 7.5 ov), 3-47 (Ricky Ponting, 9.1 ov), 4-48 (Greg Blewett, 10.6 ov), 5-48 (Damien Martyn, 11.3 ov), 6-94 (Brendon Julian, 25.1 ov), 7-117 (Shane Warne, 30.4 ov), 8-129 (Damien Fleming, 33.4 ov), 9-142 (Adam Dale, 35.2 ov)",Australian Tri Series (CB Series),"England , elected to bat first",ODI no. 1379,1998/99
589,Sri Lanka,England,207/7,208/6 (49.3/50 ov),England won by 4 wickets (with 3 balls remaining),"Fall of wickets: 1-2 (Sanath Jayasuriya, 0.4 ov), 2-99 (Romesh Kaluwitharana, 21.4 ov), 3-102 (Arjuna Ranatunga, 22.4 ov), 4-128 (Marvan Atapattu, 28.6 ov), 5-139 (Roshan Mahanama, 32.3 ov), 6-185 (Upul Chandana, 44.4 ov), 7-200 (Chaminda Vaas, 49.1 ov)","Fall of wickets: 1-59 (Alec Stewart, 12.1 ov), 2-87 (Nick Knight, 18.1 ov), 3-128 (Graeme Hick, 27.6 ov), 4-130 (Adam Hollioake, 29.1 ov), 5-187 (Mark Alleyne, 45.6 ov), 6-190 (Mark Ealham, 46.6 ov)",Australian Tri Series (CB Series),"Sri Lanka , elected to bat first",ODI no. 1380,1998/99
590,New Zealand,India,213,214/8 (49.5/50 ov),India won by 2 wickets (with 1 ball remaining),"Fall of wickets: 1-6 (Bryan Young, 1.4 ov), 2-82 (Craig McMillan, 15.6 ov), 3-88 (Roger Twose, 17.4 ov), 4-157 (Matt Horne, 32.1 ov), 5-165 (Adam Parore, 34.3 ov), 6-175 (Dion Nash, 37.5 ov), 7-179 (Chris Cairns, 40.1 ov), 8-185 (Daniel Vettori, 41.6 ov), 9-197 (Chris Harris, 45.4 ov), 10-213 (Gavin Larsen, 49.3 ov)","Fall of wickets: 1-50 (Sachin Tendulkar, 7.5 ov), 2-81 (Sourav Ganguly, 17.1 ov), 3-91 (Mohammad Azharuddin, 21.2 ov), 4-122 (Rahul Dravid, 31.4 ov), 5-152 (Ajay Jadeja, 38.3 ov), 6-164 (Robin Singh, 40.6 ov), 7-182 (Javagal Srinath, 43.6 ov), 8-204 (Nikhil Chopra, 48.1 ov)",India tour of New Zealand 1998/99,"India , elected to field first",ODI no. 1381,1998/99
591,Sri Lanka,Australia,259/9,260/2 (46.1/50 ov),Australia won by 8 wickets (with 23 balls remaining),"Fall of wickets: 1-95 (Sanath Jayasuriya, 14.6 ov), 2-106 (Romesh Kaluwitharana, 17.1 ov), 3-130 (Marvan Atapattu, 23.2 ov), 4-183 (Arjuna Ranatunga, 35.3 ov), 5-214 (Mahela Jayawardene, 42.3 ov), 6-217 (Upul Chandana, 43.5 ov), 7-226 (Roshan Mahanama, 46.1 ov), 8-258 (Hashan Tillakaratne, 49.5 ov), 9-259 (Muttiah Muralitharan, 49.6 ov)","Fall of wickets: 1-151 (Mark Waugh, 25.6 ov), 2-225 (Adam Gilchrist, 39.2 ov)",Australian Tri Series (CB Series),"Sri Lanka , elected to bat first",ODI no. 1382,1998/99
592,India,New Zealand,208/4,"89/2 (12.1/32 ov, target 212)",No result,"Fall of wickets: 1-1 (Sourav Ganguly, 1.4 ov), 2-84 (Sachin Tendulkar, 15.4 ov), 3-138 (Rahul Dravid, 23.3 ov), 4-195 (Mohammad Azharuddin, 30.5 ov)","Fall of wickets: 1-11 (Matt Horne, 1.3 ov), 2-45 (Craig McMillan, 6.3 ov)",India tour of New Zealand 1998/99,"New Zealand , elected to field first",ODI no. 1383,1998/99
593,England,Australia,178,182/1 (39.2/50 ov),Australia won by 9 wickets (with 64 balls remaining),"Fall of wickets: 1-15 (Alec Stewart, 4.5 ov), 2-44 (Mark Ealham, 8.5 ov), 3-77 (Nick Knight, 13.3 ov), 4-85 (Graeme Hick, 16.2 ov), 5-112 (Neil Fairbrother, 25.5 ov), 6-139 (Adam Hollioake, 30.2 ov), 7-143 (Robert Croft, 32.5 ov), 8-145 (Nasser Hussain, 34.1 ov), 9-173 (Darren Gough, 41.4 ov), 10-178 (Alan Mullally, 43.2 ov)","Fall of wickets: 1-43 (Adam Gilchrist, 9.4 ov)",Australian Tri Series (CB Series),"England , elected to bat first",ODI no. 1384,1998/99
594,New Zealand,India,207/7,208/5 (43.5/50 ov),India won by 5 wickets (with 37 balls remaining),"Fall of wickets: 1-1 (Bryan Young, 0.4 ov), 2-8 (Matt Horne, 2.1 ov), 3-29 (Roger Twose, 8.1 ov), 4-52 (Craig McMillan, 15.1 ov), 5-89 (Adam Parore, 25.4 ov), 6-119 (Chris Cairns, 35.1 ov), 7-181 (Dion Nash, 47.1 ov)","Fall of wickets: 1-24 (Sachin Tendulkar, 5.2 ov), 2-112 (Sourav Ganguly, 25.1 ov), 3-119 (Rahul Dravid, 27.1 ov), 4-183 (Ajay Jadeja, 39.1 ov), 5-188 (Mohammad Azharuddin, 39.6 ov)",India tour of New Zealand 1998/99,"India , elected to field first",ODI no. 1385,1998/99
595,England,Australia,282/4,275/6 (50 ov),England won by 7 runs,"Fall of wickets: 1-1 (Nick Knight, 0.3 ov), 2-39 (Alec Stewart, 8.6 ov), 3-229 (Nasser Hussain, 43.5 ov), 4-245 (Graeme Hick, 45.6 ov)","Fall of wickets: 1-9 (Adam Gilchrist, 2.2 ov), 2-36 (Ricky Ponting, 6.5 ov), 3-151 (Mark Waugh, 29.3 ov), 4-152 (Steve Waugh, 29.5 ov), 5-203 (Darren Lehmann, 38.4 ov), 6-263 (Greg Blewett, 47.6 ov)",Australian Tri Series (CB Series),"England , elected to bat first",ODI no. 1386,1998/99
596,New Zealand,India,300/8,230 (45.3/50 ov),New Zealand won by 70 runs,"Fall of wickets: 1-5 (Matt Horne, 1.5 ov), 2-39 (Craig McMillan, 10.1 ov), 3-101 (Bryan Young, 24.5 ov), 4-170 (Roger Twose, 37.5 ov), 5-255 (Dion Nash, 45.2 ov), 6-287 (Chris Cairns, 48.3 ov), 7-293 (Adam Parore, 48.6 ov), 8-293 (Daniel Vettori, 49.1 ov)","Fall of wickets: 1-78 (Sourav Ganguly, 13.2 ov), 2-95 (Ajay Jadeja, 15.4 ov), 3-146 (Rahul Dravid, 28.4 ov), 4-158 (Robin Singh, 31.3 ov), 5-178 (Javagal Srinath, 34.3 ov), 6-187 (Hrishikesh Kanitkar, 36.5 ov), 7-202 (Mohammad Azharuddin, 39.2 ov), 8-213 (Nayan Mongia, 41.5 ov), 9-224 (Anil Kumble, 43.5 ov), 10-230 (Venkatesh Prasad, 45.3 ov)",India tour of New Zealand 1998/99,"India , elected to field first",ODI no. 1387,1998/99
597,Sri Lanka,England,186,189/3 (45.2/50 ov),England won by 7 wickets (with 28 balls remaining),"Fall of wickets: 1-10 (Sanath Jayasuriya, 4.4 ov), 2-19 (Romesh Kaluwitharana, 6.4 ov), 3-20 (Marvan Atapattu, 8.3 ov), 4-21 (Hashan Tillakaratne, 10.6 ov), 5-48 (Mahela Jayawardene, 22.1 ov), 6-140 (Upul Chandana, 42.1 ov), 7-158 (Pramodya Wickramasinghe, 45.1 ov), 8-180 (Arjuna Ranatunga, 48.2 ov), 9-184 (Muttiah Muralitharan, 49.4 ov), 10-186 (Nuwan Zoysa, 49.6 ov)","Fall of wickets: 1-52 (Nick Knight, 10.6 ov), 2-53 (Alec Stewart, 12.1 ov), 3-115 (Nasser Hussain, 28.2 ov)",Australian Tri Series (CB Series),"Sri Lanka , elected to bat first",ODI no. 1388,1998/99
598,Australia,Sri Lanka,210/9,211/7 (49.3/50 ov),Sri Lanka won by 3 wickets (with 3 balls remaining),"Fall of wickets: 1-20 (Adam Gilchrist, 8.5 ov), 2-25 (Greg Blewett, 11.1 ov), 3-118 (Darren Lehmann, 31.5 ov), 4-138 (Mark Waugh, 35.5 ov), 5-153 (Shane Lee, 38.4 ov), 6-185 (Steve Waugh, 43.4 ov), 7-196 (Brendon Julian, 45.4 ov), 8-198 (Michael Bevan, 46.2 ov), 9-206 (Shane Warne, 49.1 ov)","Fall of wickets: 1-4 (Sanath Jayasuriya, 0.5 ov), 2-120 (Romesh Kaluwitharana, 28.6 ov), 3-163 (Marvan Atapattu, 39.3 ov), 4-178 (Upul Chandana, 43.2 ov), 5-188 (Hashan Tillakaratne, 45.3 ov), 6-190 (Mahela Jayawardene, 46.2 ov), 7-198 (Roshan Mahanama, 47.5 ov)",Australian Tri Series (CB Series),"Sri Lanka , elected to field first",ODI no. 1389,1998/99
599,West Indies,South Africa,154/4,"160/8 (27 ov, target 160)",South Africa won by 2 wickets (with 0 balls remaining) (D/L method),"Fall of wickets: 1-9 (Philo Wallace, 3.6 ov), 2-39 (Nixon McLean, 8.3 ov), 3-39 (Brian Lara, 8.4 ov), 4-92 (Shivnarine Chanderpaul, 18.4 ov)","Fall of wickets: 1-20 (Herschelle Gibbs, 4.5 ov), 2-28 (Gary Kirsten, 7.2 ov), 3-46 (Jacques Kallis, 12.2 ov), 4-49 (Daryll Cullinan, 13.5 ov), 5-112 (Jonty Rhodes, 21.4 ov), 6-114 (Hansie Cronje, 22.2 ov), 7-123 (Shaun Pollock, 23.5 ov), 8-159 (Mark Boucher, 26.5 ov)",West Indies tour of South Africa 1998/99,"South Africa , elected to field first",ODI no. 1390,1998/99
600,England,Sri Lanka,302/3,303/9 (49.4/50 ov),Sri Lanka won by 1 wicket (with 2 balls remaining),"Fall of wickets: 1-64 (Alec Stewart, 10.1 ov), 2-139 (Nick Knight, 26.3 ov), 3-148 (Nasser Hussain, 28.4 ov)","Fall of wickets: 1-3 (Romesh Kaluwitharana, 1.1 ov), 2-8 (Marvan Atapattu, 3.5 ov), 3-68 (Sanath Jayasuriya, 10.1 ov), 4-134 (Hashan Tillakaratne, 22.6 ov), 5-223 (Arjuna Ranatunga, 38.4 ov), 6-235 (Chaminda Vaas, 41.4 ov), 7-269 (Mahela Jayawardene, 45.2 ov), 8-288 (Upul Chandana, 47.4 ov), 9-298 (Roshan Mahanama, 48.5 ov)",Australian Tri Series (CB Series),"Sri Lanka , elected to field first",ODI no. 1391,1998/99
601,Australia,Sri Lanka,270,190 (41.4/50 ov),Australia won by 80 runs,"Fall of wickets: 1-86 (Adam Gilchrist, 13.3 ov), 2-116 (Brendon Julian, 17.4 ov), 3-135 (Mark Waugh, 23.2 ov), 4-203 (Greg Blewett, 38.6 ov), 5-208 (Darren Lehmann, 40.2 ov), 6-223 (Stuart Law, 42.5 ov), 7-258 (Shane Lee, 47.3 ov), 8-259 (Shane Warne, 47.5 ov), 9-261 (Adam Dale, 48.3 ov), 10-270 (Glenn McGrath, 49.6 ov)","Fall of wickets: 1-26 (Romesh Kaluwitharana, 4.1 ov), 2-27 (Marvan Atapattu, 4.2 ov), 3-30 (Sanath Jayasuriya, 6.2 ov), 4-40 (Mahela Jayawardene, 9.5 ov), 5-40 (Arjuna Ranatunga, 10.2 ov), 6-53 (Hashan Tillakaratne, 14.6 ov), 7-143 (Upul Chandana, 30.4 ov), 8-143 (Chaminda Vaas, 30.5 ov), 9-177 (Roshan Mahanama, 39.4 ov), 10-190 (Muttiah Muralitharan, 41.4 ov)",Australian Tri Series (CB Series),"Sri Lanka , elected to field first",ODI no. 1392,1998/99
602,West Indies,South Africa,292/9,249 (46.5/50 ov),West Indies won by 43 runs,"Fall of wickets: 1-0 (Philo Wallace, 0.1 ov), 2-5 (Nixon McLean, 0.6 ov), 3-46 (Brian Lara, 8.6 ov), 4-272 (Carl Hooper, 46.1 ov), 5-273 (Keith Arthurton, 46.4 ov), 6-275 (Shivnarine Chanderpaul, 47.4 ov), 7-276 (Keith Semple, 47.6 ov), 8-288 (Ridley Jacobs, 49.1 ov), 9-290 (Sir Curtly Ambrose, 49.4 ov)","Fall of wickets: 1-8 (Gary Kirsten, 1.6 ov), 2-9 (Mike Rindel, 2.6 ov), 3-18 (Daryll Cullinan, 5.2 ov), 4-78 (Jonty Rhodes, 15.4 ov), 5-116 (Jacques Kallis, 24.1 ov), 6-123 (Shaun Pollock, 26.5 ov), 7-159 (Hansie Cronje, 32.3 ov), 8-223 (Mark Boucher, 43.2 ov), 9-243 (Nicky Boje, 46.1 ov), 10-249 (Lance Klusener, 46.5 ov)",West Indies tour of South Africa 1998/99,"South Africa , elected to field first",ODI no. 1393,1998/99
603,Australia,England,239/8,223 (48.3/50 ov),Australia won by 16 runs,"Fall of wickets: 1-1 (Adam Gilchrist, 0.5 ov), 2-25 (Greg Blewett, 8.2 ov), 3-118 (Mark Waugh, 26.3 ov), 4-131 (Darren Lehmann, 30.2 ov), 5-134 (Stuart Law, 31.2 ov), 6-224 (Shane Lee, 48.1 ov), 7-224 (Brendon Julian, 48.2 ov), 8-239 (Shane Warne, 49.6 ov)","Fall of wickets: 1-18 (Alec Stewart, 5.2 ov), 2-100 (Nick Knight, 21.6 ov), 3-162 (Nasser Hussain, 34.3 ov), 4-176 (Neil Fairbrother, 36.2 ov), 5-193 (John Crawley, 40.6 ov), 6-202 (Mark Ealham, 43.6 ov), 7-204 (Robert Croft, 44.2 ov), 8-210 (Darren Gough, 45.3 ov), 9-223 (Graeme Hick, 48.1 ov), 10-223 (Dean Headley, 48.3 ov)",Australian Tri Series (CB Series),"Australia , elected to bat first",ODI no. 1394,1998/99
