team_1_name,team_2_name,team_1_score,team_2_score,win_commnet,team_1_fall_of_wickets,team_2_fall_of_wickets,series_name,Toss_details,Player_Of_The_Match,Match_number,Season
South Africa,Pakistan,234/9,167 (45/50 ov),South Africa won by 67 runs,"Fall of wickets: 1-53 (Colin Ingram, 14.2 ov), 2-122 (Faf du Plessis, 28.2 ov), 3-145 (Hashim Amla, 31.4 ov), 4-186 (AB de Villiers, 40.5 ov), 5-195 (Jean-Paul Duminy, 42.6 ov), 6-203 (Ryan McLaren, 45.4 ov), 7-231 (David Miller, 48.6 ov), 8-234 (Chris Morris, 49.4 ov), 9-234 (Aaron Phangiso, 49.6 ov)","Fall of wickets: 1-4 (Imran Farhat, 1.5 ov), 2-18 (Mohammad Hafeez, 7.5 ov), 3-48 (Shoaib Malik, 17.3 ov), 4-86 (Nasir Jamshed, 27.2 ov), 5-129 (Umar Amin, 38.2 ov), 6-134 (Kamran Akmal, 38.6 ov), 7-148 (Misbah-ul-Haq, 41.3 ov), 8-162 (Wahab Riaz, 42.4 ov), 9-167 (Saeed Ajmal, 44.1 ov), 10-167 (Junaid Khan, 44.6 ov)",ICC Champions Trophy (ICC KnockOut),"South Africa , elected to bat first",Hashim Amla,2013,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
West Indies,India,233/9,236/2 (39.1/50 ov),India won by 8 wickets (with 65 balls remaining),"Fall of wickets: 1-25 (Chris Gayle, 4.6 ov), 2-103 (Johnson Charles, 19.5 ov), 3-105 (Marlon Samuels, 21.6 ov), 4-109 (Ramnaresh Sarwan, 23.6 ov), 5-140 (Darren Bravo, 33.1 ov), 6-163 (Dwayne Bravo, 37.5 ov), 7-171 (Kieron Pollard, 42.1 ov), 8-179 (Sunil Narine, 43.4 ov), 9-182 (Ravi Rampaul, 45.3 ov)","Fall of wickets: 1-101 (Rohit Sharma, 15.3 ov), 2-127 (Virat Kohli, 19.6 ov)",ICC Champions Trophy (ICC KnockOut),"India , elected to field first",Ravindra Jadeja,2013,"10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15"
Bangladesh,Zimbabwe,281/7,194 (42.1/50 ov),Bangladesh won by 87 runs,"Fall of wickets: 1-8 (Tamim Iqbal, 4.3 ov), 2-26 (Anamul Haque, 9.5 ov), 3-31 (Mahmudullah, 11.4 ov), 4-70 (Mominul Haque, 19.4 ov), 5-218 (Shakib Al Hasan, 43.2 ov), 6-246 (Mushfiqur Rahim, 47.2 ov), 7-264 (Mashrafe Mortaza, 49.2 ov)","Fall of wickets: 1-47 (Sikandar Raza, 7.3 ov), 2-47 (Vusi Sibanda, 7.5 ov), 3-92 (Hamilton Masakadza, 16.3 ov), 4-124 (Regis Chakabva, 24.4 ov), 5-146 (Brendan Taylor, 29.4 ov), 6-153 (Elton Chigumbura, 33.1 ov), 7-168 (Solomon Mire, 35.4 ov), 8-170 (Tinashe Panyangara, 36.2 ov), 9-180 (John Nyumbu, 39.4 ov), 10-194 (Tendai Chatara, 42.1 ov)",Zimbabwe tour of Bangladesh 2014/15,"Zimbabwe , elected to field first",Shakib Al Hasan,ODI no. 3550,2014/15
Afghanistan,Zimbabwe,122,126/2 (23.2/50 ov),Zimbabwe won by 8 wickets (with 160 balls remaining),"Fall of wickets: 1-15 (Noor Ali Zadran, 5.3 ov), 2-15 (Nawroz Mangal, 5.6 ov), 3-34 (Asghar Afghan, 9.5 ov), 4-52 (Mohammad Shahzad, 15.2 ov), 5-52 (Mohammad Nabi, 15.3 ov), 6-71 (Samiullah Shinwari, 21.4 ov), 7-91 (Amir Hamza, 25.2 ov), 8-95 (Najibullah Zadran, 27.4 ov), 9-122 (Dawlat Zadran, 33.2 ov), 10-122 (Aftab Alam, 34.1 ov)","Fall of wickets: 1-53 (Richmond Mutumbami, 11.5 ov), 2-97 (Chamu Chibhabha, 20.3 ov)",Afghanistan tour of Zimbabwe 2015/16,"Afghanistan , elected to bat first",Wellington Masakadza,ODI no. 3693,2015/16
Bangladesh,Zimbabwe,251/7,183 (44.5/50 ov),Bangladesh won by 68 runs,"Fall of wickets: 1-158 (Tamim Iqbal, 32.6 ov), 2-158 (Shakib Al Hasan, 33.1 ov), 3-173 (Anamul Haque, 36.2 ov), 4-173 (Sabbir Rahman, 36.4 ov), 5-204 (Mahmudullah, 43.1 ov), 6-204 (Mushfiqur Rahim, 43.2 ov), 7-225 (Mashrafe Mortaza, 46.5 ov)","Fall of wickets: 1-1 (Hamilton Masakadza, 0.6 ov), 2-37 (Vusi Sibanda, 6.6 ov), 3-40 (Sikandar Raza, 8.3 ov), 4-50 (Brendan Taylor, 13.6 ov), 5-115 (Regis Chakabva, 28.2 ov), 6-140 (Solomon Mire, 35.1 ov), 7-177 (Elton Chigumbura, 41.4 ov), 8-181 (Tinashe Panyangara, 44.1 ov), 9-182 (John Nyumbu, 44.4 ov), 10-183 (Tafadzwa Kamungozi, 44.5 ov)",Zimbabwe tour of Bangladesh 2014/15,"Bangladesh , elected to bat first",Mashrafe Mortaza,ODI no. 3552,2014/15
Afghanistan,Zimbabwe,271/6,213 (46.4/50 ov),Afghanistan won by 58 runs,"Fall of wickets: 1-25 (Mohammad Shahzad, 4.1 ov), 2-158 (Noor Ali Zadran, 32.1 ov), 3-165 (Nawroz Mangal, 34.6 ov), 4-220 (Mohammad Nabi, 43.6 ov), 5-224 (Najibullah Zadran, 44.6 ov), 6-250 (Asghar Afghan, 48.2 ov)","Fall of wickets: 1-15 (Chamu Chibhabha, 3.4 ov), 2-63 (Richmond Mutumbami, 13.1 ov), 3-115 (Tinotenda Mutombodzi, 25.5 ov), 4-116 (Craig Ervine, 26.3 ov), 5-123 (Sikandar Raza, 29.3 ov), 6-143 (Tendai Chisoro, 34.2 ov), 7-204 (Elton Chigumbura, 44.4 ov), 8-211 (Luke Jongwe, 45.6 ov), 9-211 (Wellington Masakadza, 46.1 ov), 10-213 (John Nyumbu, 46.4 ov)",Afghanistan tour of Zimbabwe 2015/16,"Afghanistan , elected to bat first",Mohammad Nabi,ODI no. 3694,2015/16
Bangladesh,Zimbabwe,297/6,173 (39.5/50 ov),Bangladesh won by 124 runs,"Fall of wickets: 1-121 (Tamim Iqbal, 25.5 ov), 2-160 (Mominul Haque, 33.4 ov), 3-167 (Anamul Haque, 35.1 ov), 4-239 (Shakib Al Hasan, 43.1 ov), 5-244 (Mushfiqur Rahim, 43.6 ov), 6-290 (Sabbir Rahman, 48.6 ov)","Fall of wickets: 1-9 (Vusi Sibanda, 2.2 ov), 2-22 (Hamilton Masakadza, 4.1 ov), 3-39 (Timycen Maruma, 7.6 ov), 4-80 (Solomon Mire, 17.6 ov), 5-82 (Brendan Taylor, 18.6 ov), 6-119 (Regis Chakabva, 27.4 ov), 7-126 (Peter Moor, 30.2 ov), 8-153 (Neville Madziva, 35.5 ov), 9-153 (Tinashe Panyangara, 35.6 ov), 10-173 (Tafadzwa Kamungozi, 39.5 ov)",Zimbabwe tour of Bangladesh 2014/15,"Zimbabwe , elected to field first",Anamul Haque,ODI no. 3553,2014/15
Afghanistan,Zimbabwe,223/8,229/4 (49.4/50 ov),Zimbabwe won by 6 wickets (with 2 balls remaining),"Fall of wickets: 1-51 (Mohammad Shahzad, 13.5 ov), 2-124 (Noor Ali Zadran, 30.4 ov), 3-124 (Nawroz Mangal, 30.6 ov), 4-124 (Asghar Afghan, 31.3 ov), 5-138 (Mohammad Nabi, 35.5 ov), 6-149 (Samiullah Shinwari, 39.1 ov), 7-178 (Rashid Khan, 46.1 ov), 8-222 (Shafiqullah, 49.3 ov)","Fall of wickets: 1-40 (Chamu Chibhabha, 9.6 ov), 2-78 (Craig Ervine, 21.6 ov), 3-117 (Richmond Mutumbami, 28.2 ov), 4-178 (Sean Williams, 42.4 ov)",Afghanistan tour of Zimbabwe 2015/16,"Afghanistan , elected to bat first",Richmond Mutumbami,ODI no. 3696,2015/16
Bangladesh,Zimbabwe,256/8,235/8 (50 ov),Bangladesh won by 21 runs,"Fall of wickets: 1-14 (Anamul Haque, 3.6 ov), 2-31 (Tamim Iqbal, 10.3 ov), 3-31 (Imrul Kayes, 11.1 ov), 4-32 (Shakib Al Hasan, 12.2 ov), 5-166 (Mushfiqur Rahim, 37.3 ov), 6-175 (Sabbir Rahman, 39.4 ov), 7-177 (Abul Hasan, 40.2 ov), 8-242 (Mashrafe Mortaza, 48.2 ov)","Fall of wickets: 1-48 (Vusi Sibanda, 10.1 ov), 2-51 (Hamilton Masakadza, 12.2 ov), 3-60 (Timycen Maruma, 16.5 ov), 4-166 (Solomon Mire, 33.5 ov), 5-172 (Brendan Taylor, 34.6 ov), 6-183 (Elton Chigumbura, 39.3 ov), 7-211 (Regis Chakabva, 46.3 ov), 8-217 (Peter Moor, 47.1 ov)",Zimbabwe tour of Bangladesh 2014/15,"Bangladesh , elected to bat first",Mahmudullah,ODI no. 3555,2014/15
Zimbabwe,Afghanistan,184/8,185/7 (46.4/50 ov),Afghanistan won by 3 wickets (with 20 balls remaining),"Fall of wickets: 1-11 (Richmond Mutumbami, 4.5 ov), 2-13 (Craig Ervine, 6.5 ov), 3-43 (Sean Williams, 13.1 ov), 4-45 (Chamu Chibhabha, 14.6 ov), 5-77 (Elton Chigumbura, 26.1 ov), 6-82 (Tinotenda Mutombodzi, 27.5 ov), 7-147 (Luke Jongwe, 44.1 ov), 8-183 (Sikandar Raza, 49.5 ov)","Fall of wickets: 1-72 (Noor Ali Zadran, 17.6 ov), 2-119 (Mohammad Nabi, 24.3 ov), 3-119 (Mohammad Shahzad, 25.3 ov), 4-133 (Nawroz Mangal, 31.1 ov), 5-170 (Samiullah Shinwari, 41.3 ov), 6-175 (Shafiqullah, 42.5 ov), 7-178 (Asghar Afghan, 44.1 ov)",Afghanistan tour of Zimbabwe 2015/16,"Zimbabwe , elected to bat first",Mohammad Shahzad,ODI no. 3697,2015/16
Zimbabwe,Bangladesh,128,130/5 (24.3/50 ov),Bangladesh won by 5 wickets (with 153 balls remaining),"Fall of wickets: 1-16 (Sikandar Raza, 4.5 ov), 2-95 (Hamilton Masakadza, 17.4 ov), 3-108 (Brendan Taylor, 20.3 ov), 4-109 (Vusi Sibanda, 22.5 ov), 5-112 (Timycen Maruma, 25.2 ov), 6-120 (Solomon Mire, 26.1 ov), 7-120 (Tinashe Panyangara, 26.6 ov), 8-124 (John Nyumbu, 28.1 ov), 9-124 (Tendai Chatara, 28.2 ov), 10-128 (Tafadzwa Kamungozi, 29.6 ov)","Fall of wickets: 1-18 (Tamim Iqbal, 4.2 ov), 2-28 (Anamul Haque, 5.2 ov), 3-47 (Soumya Sarkar, 9.6 ov), 4-58 (Shakib Al Hasan, 12.2 ov), 5-93 (Mushfiqur Rahim, 18.4 ov)",Zimbabwe tour of Bangladesh 2014/15,"Zimbabwe , elected to bat first",Taijul Islam,Bangladesh won the 5-match series 5-0,ODI no. 3559
Afghanistan,Zimbabwe,245/9,172 (44.1/50 ov),Afghanistan won by 73 runs,"Fall of wickets: 1-35 (Mohammad Shahzad, 5.5 ov), 2-132 (Noor Ali Zadran, 27.4 ov), 3-160 (Mohammad Nabi, 33.5 ov), 4-172 (Samiullah Shinwari, 35.3 ov), 5-178 (Najibullah Zadran, 37.5 ov), 6-197 (Shafiqullah, 43.2 ov), 7-202 (Rashid Khan, 44.5 ov), 8-229 (Asghar Afghan, 47.4 ov), 9-240 (Mirwais Ashraf, 49.3 ov)","Fall of wickets: 1-9 (Chamu Chibhabha, 1.1 ov), 2-12 (Craig Ervine, 2.4 ov), 3-15 (Richmond Mutumbami, 3.5 ov), 4-34 (Tinotenda Mutombodzi, 10.3 ov), 5-51 (Sikandar Raza, 14.2 ov), 6-103 (Elton Chigumbura, 25.5 ov), 7-140 (Tendai Chisoro, 36.6 ov), 8-165 (Luke Jongwe, 41.4 ov), 9-172 (Wellington Masakadza, 43.4 ov), 10-172 (Sean Williams, 44.1 ov)",Afghanistan tour of Zimbabwe 2015/16,"Zimbabwe , elected to field first",Sean WilliamsDawlat Zadran,Afghanistan won the 5-match series 3-2,ODI no. 3699
South Africa,West Indies,230/6,"190/6 (26.1 ov, target 191)",Match tied (D/L method),"Fall of wickets: 1-80 (Hashim Amla, 12.1 ov), 2-124 (Colin Ingram, 17.3 ov), 3-128 (Jean-Paul Duminy, 18.4 ov), 4-153 (AB de Villiers, 22.1 ov), 5-221 (Faf du Plessis, 30.1 ov), 6-229 (David Miller, 30.5 ov)","Fall of wickets: 1-35 (Johnson Charles, 6.6 ov), 2-75 (Chris Gayle, 11.5 ov), 3-87 (Devon Smith, 14.6 ov), 4-104 (Darren Bravo, 17.5 ov), 5-162 (Marlon Samuels, 23.2 ov), 6-190 (Kieron Pollard, 26.1 ov)",ICC Champions Trophy (ICC KnockOut),"West Indies , elected to field first",Colin Ingram,2013,"10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15"
Pakistan,India,165,"102/2 (19.1/22 ov, target 102)",India won by 8 wickets (with 17 balls remaining) (D/L method),"Fall of wickets: 1-4 (Nasir Jamshed, 2.3 ov), 2-50 (Mohammad Hafeez, 12.1 ov), 3-56 (Kamran Akmal, 15.1 ov), 4-110 (Misbah-ul-Haq, 26.4 ov), 5-131 (Asad Shafiq, 31.1 ov), 6-139 (Shoaib Malik, 32.6 ov), 7-140 (Wahab Riaz, 33.3 ov), 8-159 (Saeed Ajmal, 38.1 ov), 9-159 (Junaid Khan, 38.2 ov), 10-165 (Mohammad Irfan, 39.4 ov)","Fall of wickets: 1-58 (Rohit Sharma, 10.4 ov), 2-78 (Shikhar Dhawan, 14.3 ov)",ICC Champions Trophy (ICC KnockOut),"India , elected to field first",Bhuvneshwar Kumar,2013,"10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15"
England,New Zealand,169,"159/8 (24 ov, target 170)",England won by 10 runs,"Fall of wickets: 1-16 (Ian Bell, 2.1 ov), 2-25 (Jonathan Trott, 3.2 ov), 3-100 (Joe Root, 14.2 ov), 4-141 (Sir Alastair Cook, 18.4 ov), 5-143 (Eoin Morgan, 19.4 ov), 6-159 (Jos Buttler, 21.3 ov), 7-166 (Ravi Bopara, 22.4 ov), 8-169 (Tim Bresnan, 22.6 ov), 9-169 (Stuart Broad, 23.2 ov), 10-169 (James Tredwell, 23.3 ov)","Fall of wickets: 1-14 (Luke Ronchi, 3.4 ov), 2-14 (Martin Guptill, 3.6 ov), 3-27 (Ross Taylor, 6.6 ov), 4-48 (Brendon McCullum, 11.4 ov), 5-62 (James Franklin, 13.5 ov), 6-135 (Kane Williamson, 21.2 ov), 7-140 (Corey Anderson, 22.2 ov), 8-159 (Nathan McCullum, 23.6 ov)",ICC Champions Trophy (ICC KnockOut),"New Zealand , elected to field first",Sir Alastair Cook,2013,"10.30 start, First Session 10.30-14.00, Interval 14.00-14.45, Second Session 14.45-18.15"
South Africa,West Indies,188,191/6 (48.1/50 ov),West Indies won by 4 wickets (with 11 balls remaining),"Fall of wickets: 1-52 (Quinton de Kock, 9.5 ov), 2-52 (Hashim Amla, 10.1 ov), 3-130 (AB de Villiers, 30.1 ov), 4-160 (Rilee Rossouw, 35.2 ov), 5-160 (Farhaan Behardien, 35.4 ov), 6-172 (Jean-Paul Duminy, 40.5 ov), 7-181 (Chris Morris, 44.6 ov), 8-181 (Kyle Abbott, 45.1 ov), 9-185 (Aaron Phangiso, 46.3 ov), 10-188 (Imran Tahir, 46.5 ov)","Fall of wickets: 1-37 (Andre Fletcher, 11.4 ov), 2-52 (Johnson Charles, 17.3 ov), 3-53 (Marlon Samuels, 18.3 ov), 4-76 (Denesh Ramdin, 25.3 ov), 5-150 (Darren Bravo, 38.2 ov), 6-174 (Carlos Brathwaite, 42.3 ov)",West Indies Tri-Nation Series,"South Africa , elected to bat first",Sunil Narine,2016,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
West Indies,Australia,116,117/4 (25.4/50 ov),Australia won by 6 wickets (with 146 balls remaining),"Fall of wickets: 1-6 (Andre Fletcher, 0.5 ov), 2-50 (Darren Bravo, 11.1 ov), 3-59 (Johnson Charles, 13.1 ov), 4-70 (Marlon Samuels, 16.1 ov), 5-70 (Kieron Pollard, 16.2 ov), 6-85 (Denesh Ramdin, 22.2 ov), 7-88 (Jason Holder, 23.4 ov), 8-91 (Sulieman Benn, 26.1 ov), 9-111 (Sunil Narine, 30.4 ov), 10-116 (Carlos Brathwaite, 32.3 ov)","Fall of wickets: 1-44 (Aaron Finch, 7.4 ov), 2-85 (Usman Khawaja, 16.6 ov), 3-92 (Steven Smith, 19.2 ov), 4-92 (Glenn Maxwell, 19.4 ov)",West Indies Tri-Nation Series,"Australia , elected to field first",Nathan Lyon,2016,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
Pakistan,Scotland,231/7,135 (39.4/50 ov),Pakistan won by 96 runs,"Fall of wickets: 1-50 (Nasir Jamshed, 11.5 ov), 2-80 (Mohammad Hafeez, 19.6 ov), 3-95 (Asad Shafiq, 24.3 ov), 4-99 (Imran Farhat, 25.3 ov), 5-115 (Umar Amin, 29.3 ov), 6-144 (Kamran Akmal, 36.3 ov), 7-195 (Saeed Ajmal, 45.3 ov)","Fall of wickets: 1-0 (Neil Carter, 1.6 ov), 2-52 (Josh Davey, 12.2 ov), 3-67 (Kyle Coetzer, 17.2 ov), 4-71 (Matt Machan, 20.1 ov), 5-88 (Moneeb Iqbal, 27.5 ov), 6-103 (Richie Berrington, 31.3 ov), 7-112 (Preston Mommsen, 35.6 ov), 8-112 (David Murphy, 36.1 ov), 9-112 (Majid Haq, 36.2 ov), 10-135 (Rob Taylor, 39.4 ov)",Pakistan in Scotland ODI Series 2013,"Pakistan , elected to bat first",Pakistan led the 2-match series 1-0,2013,"10.45 start, First Session 10.45-14.15, Interval 14.15-15.00, Second Session 15.00-18.30"
South Africa,Australia,189/9,142 (34.2/50 ov),South Africa won by 47 runs,"Fall of wickets: 1-29 (Quinton de Kock, 6.3 ov), 2-41 (Rilee Rossouw, 9.5 ov), 3-81 (Hashim Amla, 18.1 ov), 4-97 (AB de Villiers, 22.1 ov), 5-104 (Jean-Paul Duminy, 24.6 ov), 6-112 (Wayne Parnell, 28.2 ov), 7-149 (Aaron Phangiso, 41.3 ov), 8-188 (Farhaan Behardien, 49.4 ov), 9-188 (Imran Tahir, 49.5 ov)","Fall of wickets: 1-1 (David Warner, 1.4 ov), 2-10 (Usman Khawaja, 4.3 ov), 3-21 (Steven Smith, 7.5 ov), 4-47 (Glenn Maxwell, 11.5 ov), 5-72 (Mitchell Marsh, 16.3 ov), 6-83 (Matthew Wade, 19.4 ov), 7-85 (Nathan Coulter-Nile, 21.6 ov), 8-90 (Adam Zampa, 22.5 ov), 9-113 (Aaron Finch, 30.3 ov), 10-142 (Nathan Lyon, 34.2 ov)",West Indies Tri-Nation Series,"South Africa , elected to bat first",Farhaan Behardien,2016,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
Afghanistan,Zimbabwe,131,82 (30.5/50 ov),Afghanistan won by 49 runs,"Fall of wickets: 1-30 (Mohammad Shahzad, 4.2 ov), 2-54 (Mohammad Nabi, 9.2 ov), 3-68 (Nawroz Mangal, 12.5 ov), 4-103 (Asghar Afghan, 24.3 ov), 5-103 (Noor Ali Zadran, 24.4 ov), 6-114 (Samiullah Shinwari, 29.3 ov), 7-127 (Najibullah Zadran, 32.4 ov), 8-128 (Mirwais Ashraf, 34.2 ov), 9-129 (Dawlat Zadran, 36.2 ov), 10-131 (Yamin Ahmadzai, 38.5 ov)","Fall of wickets: 1-1 (Chamu Chibhabha, 0.2 ov), 2-11 (Craig Ervine, 6.2 ov), 3-12 (Richmond Mutumbami, 6.5 ov), 4-47 (Peter Moor, 16.2 ov), 5-64 (Elton Chigumbura, 21.6 ov), 6-64 (Sikandar Raza, 22.4 ov), 7-64 (Malcolm Waller, 23.5 ov), 8-78 (Luke Jongwe, 28.1 ov), 9-79 (Wellington Masakadza, 29.2 ov), 10-82 (Taurai Muzarabani, 30.5 ov)",Zimbabwe tour of United Arab Emirates 2015/16,"Afghanistan , elected to bat first",Amir Hamza,ODI no. 3713,2015/16
Australia,South Africa,288/6,252 (47.4/50 ov),Australia won by 36 runs,"Fall of wickets: 1-48 (Aaron Finch, 9.6 ov), 2-184 (David Warner, 34.1 ov), 3-196 (Usman Khawaja, 39.1 ov), 4-217 (George Bailey, 42.1 ov), 5-240 (Mitchell Marsh, 45.4 ov), 6-274 (Matthew Wade, 48.6 ov)","Fall of wickets: 1-35 (Quinton de Kock, 7.2 ov), 2-140 (Hashim Amla, 25.4 ov), 3-177 (Faf du Plessis, 31.1 ov), 4-210 (AB de Villiers, 37.5 ov), 5-221 (Farhaan Behardien, 40.3 ov), 6-236 (Jean-Paul Duminy, 42.4 ov), 7-237 (Kyle Abbott, 43.2 ov), 8-239 (Wayne Parnell, 44.3 ov), 9-240 (Aaron Phangiso, 45.1 ov), 10-252 (Imran Tahir, 47.4 ov)",West Indies Tri-Nation Series,"Australia , elected to bat first",David Warner,2016,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
Zimbabwe,Afghanistan,253/7,254/6 (47.4/50 ov),Afghanistan won by 4 wickets (with 14 balls remaining),"Fall of wickets: 1-71 (Peter Moor, 15.5 ov), 2-72 (Richmond Mutumbami, 16.3 ov), 3-170 (Hamilton Masakadza, 39.4 ov), 4-210 (Elton Chigumbura, 45.2 ov), 5-214 (Craig Ervine, 46.1 ov), 6-223 (Malcolm Waller, 46.5 ov), 7-231 (Sikandar Raza, 48.3 ov)","Fall of wickets: 1-82 (Noor Ali Zadran, 17.5 ov), 2-169 (Mohammad Nabi, 31.4 ov), 3-179 (Nawroz Mangal, 34.5 ov), 4-180 (Asghar Afghan, 35.1 ov), 5-186 (Samiullah Shinwari, 37.6 ov), 6-198 (Najibullah Zadran, 39.6 ov)",Zimbabwe tour of United Arab Emirates 2015/16,"Zimbabwe , elected to bat first",Mohammad Shahzad,ODI no. 3716,2015/16
Australia,West Indies,265/7,266/6 (45.4/50 ov),West Indies won by 4 wickets (with 26 balls remaining),"Fall of wickets: 1-1 (Aaron Finch, 0.4 ov), 2-171 (Steven Smith, 34.1 ov), 3-196 (Usman Khawaja, 40.5 ov), 4-245 (Mitchell Marsh, 46.5 ov), 5-249 (Travis Head, 47.5 ov), 6-257 (Matthew Wade, 48.6 ov), 7-259 (George Bailey, 49.2 ov)","Fall of wickets: 1-74 (Andre Fletcher, 9.5 ov), 2-85 (Johnson Charles, 13.4 ov), 3-167 (Darren Bravo, 30.5 ov), 4-240 (Marlon Samuels, 40.4 ov), 5-254 (Denesh Ramdin, 43.2 ov), 6-254 (Jason Holder, 43.4 ov)",West Indies Tri-Nation Series,"West Indies , elected to field first",Marlon Samuels,2016,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
Zimbabwe,Afghanistan,175,58 (16.1/50 ov),Zimbabwe won by 117 runs,"Fall of wickets: 1-0 (Peter Moor, 0.3 ov), 2-0 (Chamu Chibhabha, 1.2 ov), 3-33 (Richmond Mutumbami, 10.4 ov), 4-36 (Elton Chigumbura, 11.6 ov), 5-38 (Sikandar Raza, 13.6 ov), 6-48 (Malcolm Waller, 17.5 ov), 7-49 (Luke Jongwe, 18.6 ov), 8-153 (Graeme Cremer, 41.4 ov), 9-155 (Neville Madziva, 42.6 ov), 10-175 (Hamilton Masakadza, 48.3 ov)","Fall of wickets: 1-0 (Noor Ali Zadran, 0.4 ov), 2-0 (Mohammad Nabi, 0.5 ov), 3-16 (Asghar Afghan, 3.2 ov), 4-39 (Mohammad Shahzad, 5.6 ov), 5-45 (Hashmatullah Shahidi, 8.2 ov), 6-46 (Mirwais Ashraf, 8.6 ov), 7-47 (Shafiqullah, 9.5 ov), 8-49 (Samiullah Shinwari, 10.2 ov), 9-50 (Rashid Khan, 12.1 ov), 10-58 (Amir Hamza, 16.1 ov)",Zimbabwe tour of United Arab Emirates 2015/16,"Zimbabwe , elected to bat first",Hamilton Masakadza,ODI no. 3719,2015/16
South Africa,West Indies,343/4,204 (38/50 ov),South Africa won by 139 runs,"Fall of wickets: 1-182 (Hashim Amla, 33.1 ov), 2-185 (Quinton de Kock, 34.1 ov), 3-245 (Chris Morris, 40.3 ov), 4-309 (AB de Villiers, 47.3 ov)","Fall of wickets: 1-69 (Andre Fletcher, 8.6 ov), 2-82 (Johnson Charles, 12.5 ov), 3-90 (Darren Bravo, 15.6 ov), 4-121 (Denesh Ramdin, 21.5 ov), 5-128 (Marlon Samuels, 22.5 ov), 6-169 (Jason Holder, 33.1 ov), 7-169 (Carlos Brathwaite, 33.2 ov), 8-170 (Kieron Pollard, 33.6 ov), 9-182 (Sulieman Benn, 35.3 ov), 10-204 (Jerome Taylor, 37.6 ov)",West Indies Tri-Nation Series,"West Indies , elected to field first",Imran Tahir,2016,"13.00 start, First Session 13.00-16.30, Interval 16.30-17.15, Second Session 17.15-20.45"
Zimbabwe,Afghanistan,226,161 (45/50 ov),Zimbabwe won by 65 runs,"Fall of wickets: 1-92 (Peter Moor, 22.5 ov), 2-130 (Malcolm Waller, 29.2 ov), 3-142 (Chamu Chibhabha, 32.5 ov), 4-170 (Hamilton Masakadza, 39.2 ov), 5-183 (Richmond Mutumbami, 41.4 ov), 6-196 (Elton Chigumbura, 43.6 ov), 7-198 (Sikandar Raza, 44.3 ov), 8-216 (Graeme Cremer, 46.6 ov), 9-226 (Luke Jongwe, 48.4 ov), 10-226 (Tendai Chisoro, 49.1 ov)","Fall of wickets: 1-4 (Noor Ali Zadran, 0.6 ov), 2-13 (Asghar Afghan, 4.6 ov), 3-34 (Rashid Khan, 10.5 ov), 4-52 (Mohammad Nabi, 15.6 ov), 5-88 (Mohammad Shahzad, 25.4 ov), 6-106 (Karim Sadiq, 31.1 ov), 7-108 (Shafiqullah, 31.4 ov), 8-133 (Hashmatullah Shahidi, 38.3 ov), 9-147 (Mirwais Ashraf, 41.1 ov), 10-161 (Amir Hamza, 44.6 ov)",Zimbabwe tour of United Arab Emirates 2015/16,"Zimbabwe , elected to bat first",Chamu Chibhabha,ODI no. 3720,2015/16
Zimbabwe,Afghanistan,248,254/8 (49.4/50 ov),Afghanistan won by 2 wickets (with 2 balls remaining),"Fall of wickets: 1-1 (Chamu Chibhabha, 2.3 ov), 2-102 (Peter Moor, 22.4 ov), 3-167 (Richmond Mutumbami, 35.1 ov), 4-176 (Elton Chigumbura, 39.3 ov), 5-220 (Sikandar Raza, 45.4 ov), 6-222 (Malcolm Waller, 46.3 ov), 7-232 (Hamilton Masakadza, 47.3 ov), 8-244 (Luke Jongwe, 48.5 ov), 9-247 (Neville Madziva, 49.3 ov), 10-248 (Graeme Cremer, 49.5 ov)","Fall of wickets: 1-49 (Mohammad Shahzad, 8.5 ov), 2-59 (Nawroz Mangal, 10.6 ov), 3-66 (Noor Ali Zadran, 12.6 ov), 4-121 (Mohammad Nabi, 25.6 ov), 5-121 (Hashmatullah Shahidi, 26.3 ov), 6-146 (Asghar Afghan, 34.3 ov), 7-231 (Rashid Khan, 47.4 ov), 8-232 (Mirwais Ashraf, 47.6 ov)",Zimbabwe tour of United Arab Emirates 2015/16,"Zimbabwe , elected to bat first",Gulbadin Naib,Afghanistan won the 5-match series 3-2,ODI no. 3722
